Date,Open,High,Low,Close,Adj Close,Volume
20-08-2004,8790,8790,8670,8680,6608.359375,16310000
23-08-2004,8740,8790,8620,8760,6669.26709,21770000
24-08-2004,8780,8940,8690,8900,6775.854004,20250000
25-08-2004,8920,9060,8860,9020,6867.215332,22865000
26-08-2004,9100,9180,9070,9120,6943.348145,24855000
27-08-2004,9120,9200,9080,9170,6981.413086,20145000
30-08-2004,9170,9250,9110,9160,6973.799805,12080000
31-08-2004,9020,9080,8930,9020,6867.215332,23415000
01-09-2004,9020,9140,8950,9060,6897.667969,18865000
02-09-2004,9040,9120,8960,9040,6882.439453,17605000
03-09-2004,8920,8960,8730,8730,6646.428223,32385000
06-09-2004,8700,8730,8570,8670,6600.746094,23680000
07-09-2004,8680,8740,8640,8680,6608.359375,13220000
08-09-2004,8680,8800,8670,8670,6600.746094,17265000
09-09-2004,8670,8800,8620,8780,6684.495117,32100000
10-09-2004,8840,9190,8760,9150,6966.187012,43785000
13-09-2004,9270,9500,9240,9500,7232.652832,39665000
14-09-2004,9740,9760,9620,9670,7362.080078,40560000
15-09-2004,9550,9700,9540,9560,7278.333496,24865000
16-09-2004,9420,9720,9380,9600,7308.786133,29380000
17-09-2004,9600,9640,9370,9390,7148.907715,34445000
20-09-2004,9370,9530,9340,9380,7141.29248,23480000
21-09-2004,9460,9490,9380,9480,7217.426758,17715000
22-09-2004,9500,9580,9250,9250,7042.319824,19635000
23-09-2004,9160,9200,9090,9200,7004.253418,23755000
24-09-2004,9120,9230,9080,9180,6989.026855,17320000
27-09-2004,9180,9180,9180,9180,6989.026855,0
28-09-2004,9180,9180,9180,9180,6989.026855,0
29-09-2004,9180,9180,9180,9180,6989.026855,0
30-09-2004,9060,9180,9060,9160,6973.799805,26600000
01-10-2004,9160,9270,9120,9220,7019.47998,26530000
04-10-2004,9420,9800,9420,9800,7461.052246,31830000
05-10-2004,9860,9860,9680,9760,7430.599121,23165000
06-10-2004,9790,10020,9700,9890,7529.572754,36150000
07-10-2004,9820,9890,9640,9760,7430.599121,18145000
08-10-2004,9660,9750,9490,9530,7255.494629,41800000
11-10-2004,9410,9450,9310,9330,7103.225098,38415000
12-10-2004,9280,9280,8920,8920,6791.07959,53085000
13-10-2004,8940,9020,8930,8980,6836.758789,36390000
14-10-2004,8960,8960,8740,8880,6760.628418,50850000
15-10-2004,8820,8930,8730,8740,6654.041504,64695000
18-10-2004,8640,8720,8560,8650,6585.522949,37125000
19-10-2004,8800,8870,8720,8770,6676.880371,26410000
20-10-2004,8620,8780,8550,8570,6524.614746,24915000
21-10-2004,8570,8720,8550,8580,6532.228027,29165000
22-10-2004,8700,8830,8680,8750,6661.653809,23290000
25-10-2004,8660,8660,8490,8560,6517.000488,31530000
26-10-2004,8590,8670,8580,8600,6547.455078,13740000
27-10-2004,8670,8700,8490,8580,6532.228027,26595000
28-10-2004,8820,8850,8680,8790,6692.10791,22675000
29-10-2004,8760,8800,8650,8790,6692.10791,26760000
01-11-2004,8750,8820,8660,8790,6692.10791,11390000
02-11-2004,8720,8860,8720,8800,6699.723145,16450000
03-11-2004,8840,9100,8820,9100,6928.120605,25215000
04-11-2004,9120,9130,8960,8960,6821.532227,30080000
05-11-2004,9040,9080,8990,9050,6890.054688,32055000
08-11-2004,9170,9170,8800,8800,6699.723145,21140000
09-11-2004,8690,8750,8600,8620,6562.680664,26775000
10-11-2004,8640,8780,8640,8780,6684.495117,18300000
11-11-2004,8780,8860,8710,8740,6654.041504,30540000
12-11-2004,8980,9020,8870,8970,6829.146973,22700000
15-11-2004,9060,9200,9050,9130,6950.960449,19030000
16-11-2004,9180,9200,9100,9110,6935.734863,24750000
17-11-2004,9120,9250,9110,9230,7027.094238,21975000
18-11-2004,9300,9390,9200,9270,7057.547852,29425000
19-11-2004,9200,9320,8990,9080,6912.895508,22255000
22-11-2004,8840,8910,8730,8800,6699.723145,34575000
23-11-2004,8900,8910,8760,8820,6714.949219,23210000
24-11-2004,8760,8840,8680,8790,6692.10791,23150000
25-11-2004,8800,8890,8760,8820,6714.949219,22185000
26-11-2004,8770,8920,8630,8660,6593.135254,26750000
29-11-2004,8580,8620,8470,8520,6486.550293,31270000
30-11-2004,8540,8700,8510,8690,6615.975098,30700000
01-12-2004,8570,8610,8490,8580,6532.228027,21670000
02-12-2004,8720,8760,8540,8570,6524.614746,25995000
03-12-2004,8660,8680,8460,8520,6486.550293,34600000
06-12-2004,8500,8500,8360,8360,6364.733887,19665000
07-12-2004,8290,8370,8210,8220,6258.147949,26775000
08-12-2004,8110,8390,8060,8390,6387.574707,27215000
09-12-2004,8340,8410,8200,8260,6288.602539,40085000
10-12-2004,8220,8240,8090,8120,6182.015137,25880000
13-12-2004,8000,8070,7980,8040,6121.108887,24525000
14-12-2004,8040,8270,8040,8250,6280.987793,27680000
15-12-2004,8360,8570,8360,8570,6524.614746,33480000
16-12-2004,8670,8880,8640,8800,6699.723145,43090000
17-12-2004,8820,8890,8710,8880,6760.628418,22510000
20-12-2004,8740,8920,8740,8900,6775.854004,17350000
21-12-2004,8920,8940,8800,8920,6791.07959,14980000
22-12-2004,8970,8990,8840,8850,6737.787598,15735000
23-12-2004,8900,8920,8640,8690,6615.975098,15875000
24-12-2004,8690,8700,8600,8660,6593.135254,15915000
27-12-2004,8660,8750,8630,8750,6661.653809,11770000
28-12-2004,8720,8760,8630,8720,6638.813965,13635000
29-12-2004,8680,8890,8670,8890,6768.241211,17105000
30-12-2004,8860,9020,8860,9010,6859.600586,17265000
31-12-2004,9010,9010,9010,9010,6859.600586,0
03-01-2005,9050,9060,8920,9020,6867.215332,10925000
04-01-2005,9000,9020,8920,8940,6806.309082,14015000
05-01-2005,8800,8860,8730,8860,6745.401367,23365000
06-01-2005,8780,8910,8700,8700,6623.588379,17150000
07-01-2005,8820,8830,8710,8810,6707.335449,13615000
10-01-2005,8840,8840,8750,8760,6669.26709,12505000
11-01-2005,8760,8840,8670,8840,6730.174805,27855000
12-01-2005,8870,8880,8800,8840,6730.174805,14720000
13-01-2005,8840,8940,8820,8880,6760.628418,23695000
14-01-2005,8800,9480,8790,9430,7179.358887,71900000
17-01-2005,9800,9890,9650,9850,7499.12207,61795000
18-01-2005,9800,9810,9690,9720,7400.145996,30240000
19-01-2005,9720,9770,9580,9600,7308.786133,22850000
20-01-2005,9600,9700,9510,9600,7308.786133,19270000
21-01-2005,9500,9720,9500,9720,7400.145996,15030000
24-01-2005,9650,9760,9550,9760,7430.599121,19070000
25-01-2005,9600,9700,9580,9670,7362.080078,18165000
26-01-2005,9700,9870,9690,9810,7468.664551,24885000
27-01-2005,9900,9900,9810,9840,7491.504883,19990000
28-01-2005,9830,9830,9600,9780,7445.827637,14220000
31-01-2005,9760,9900,9680,9900,7537.187988,16465000
01-02-2005,9900,9970,9830,9830,7483.893066,21855000
02-02-2005,9830,9880,9730,9810,7468.664551,19750000
03-02-2005,9720,9940,9720,9920,7552.413574,17445000
04-02-2005,9880,9970,9860,9910,7544.800781,12855000
07-02-2005,10120,10240,10060,10200,7765.586426,33935000
08-02-2005,10200,10200,10200,10200,7765.586426,0
09-02-2005,10200,10200,10200,10200,7765.586426,0
10-02-2005,10200,10200,10200,10200,7765.586426,0
11-02-2005,10100,10180,10020,10120,7704.677734,25885000
14-02-2005,10260,10440,10200,10340,7872.173828,28265000
15-02-2005,10400,10420,10220,10380,7902.623047,26745000
16-02-2005,10440,10620,10360,10400,7917.854492,24010000
17-02-2005,10340,10440,10300,10340,7872.173828,17510000
18-02-2005,10360,10540,10280,10540,8024.441406,18355000
21-02-2005,10600,10640,10480,10560,8039.665527,23430000
22-02-2005,10560,10580,10360,10440,7948.305664,17855000
23-02-2005,10280,10320,10180,10220,7780.813477,19745000
24-02-2005,10200,10400,10140,10380,7902.623047,20985000
25-02-2005,10480,10580,10420,10440,7948.305664,20880000
28-02-2005,10600,10620,10420,10540,8024.441406,27705000
01-03-2005,10540,10540,10540,10540,8024.441406,0
02-03-2005,10500,10560,10340,10340,7872.173828,27425000
03-03-2005,10300,10520,10240,10380,7902.623047,30335000
04-03-2005,10340,10340,10160,10200,7765.586426,24410000
07-03-2005,10300,10300,10000,10140,7719.906738,29515000
08-03-2005,10140,10160,10000,10040,7643.772461,26380000
09-03-2005,9980,10000,9830,10000,7613.319824,24890000
10-03-2005,10060,10160,9990,9990,7605.706543,31630000
11-03-2005,10140,10380,10080,10380,7902.623047,32010000
14-03-2005,10260,10320,10160,10200,7765.586426,20845000
15-03-2005,10240,10280,9980,10040,7643.772461,25030000
16-03-2005,9980,10080,9910,10060,7659.000488,18545000
17-03-2005,9860,9970,9840,9920,7552.413574,20875000
18-03-2005,9860,9960,9860,9900,7537.187988,12750000
21-03-2005,9830,9980,9800,9840,7491.504883,16770000
22-03-2005,9860,10020,9790,9920,7552.413574,15795000
23-03-2005,9860,9990,9830,9970,7590.47998,15920000
24-03-2005,10020,10120,9950,10060,7659.000488,20100000
25-03-2005,10100,10120,10000,10100,7689.453125,10875000
28-03-2005,10200,10220,10140,10200,7765.586426,8980000
29-03-2005,10200,10220,10000,10040,7643.772461,16855000
30-03-2005,9880,9990,9880,9960,7582.866211,18145000
31-03-2005,10120,10140,10020,10040,7643.772461,17335000
01-04-2005,10040,10320,10000,10240,7796.039063,22655000
04-04-2005,10240,10340,10200,10340,7872.173828,17215000
05-04-2005,10340,10340,10340,10340,7872.173828,0
06-04-2005,10360,10400,10200,10360,7887.396973,20505000
07-04-2005,10360,10400,10300,10360,7887.396973,17855000
08-04-2005,10480,10500,10400,10440,7948.305664,13945000
11-04-2005,10440,10440,10320,10340,7872.173828,9565000
12-04-2005,10320,10400,10260,10400,7917.854492,10385000
13-04-2005,10360,10400,10320,10360,7887.396973,10675000
14-04-2005,10260,10280,10040,10040,7643.772461,33175000
15-04-2005,10000,10040,9780,9830,7483.893066,43345000
18-04-2005,9470,9630,9440,9520,7247.879883,43245000
19-04-2005,9540,9600,9480,9480,7217.426758,30145000
20-04-2005,9570,9660,9380,9400,7156.52002,32885000
21-04-2005,9240,9400,9150,9320,7095.61377,29320000
22-04-2005,9500,9520,9340,9340,7110.84082,16725000
25-04-2005,9240,9490,9240,9490,7225.040527,16435000
26-04-2005,9490,9490,9420,9420,7171.748047,9375000
27-04-2005,9260,9340,9220,9280,7065.161621,20590000
28-04-2005,9260,9270,9140,9200,7004.253418,19700000
29-04-2005,9040,9130,8990,9040,6882.439453,29275000
02-05-2005,9120,9160,9000,9110,6935.734863,11845000
03-05-2005,9100,9230,9050,9100,6928.120605,13870000
04-05-2005,9100,9340,9100,9290,7072.773438,17315000
05-05-2005,9290,9290,9290,9290,7072.773438,0
06-05-2005,9330,9510,9330,9480,7217.426758,24680000
09-05-2005,9500,9550,9410,9500,7232.652832,20035000
10-05-2005,9560,9590,9510,9540,7263.105957,10675000
11-05-2005,9500,9510,9430,9440,7186.971191,17300000
12-05-2005,9480,9600,9480,9500,7232.652832,20860000
13-05-2005,9500,9700,9440,9630,7331.628418,20545000
16-05-2005,9700,9800,9680,9760,7430.599121,17350000
17-05-2005,9800,9860,9670,9790,7453.441406,18175000
18-05-2005,9890,9900,9780,9790,7453.441406,17095000
19-05-2005,9860,10020,9850,9970,7590.47998,25435000
20-05-2005,9990,10040,9900,9970,7590.47998,11685000
23-05-2005,9920,9970,9890,9960,7582.866211,8045000
24-05-2005,9930,9970,9860,9900,7537.187988,12750000
25-05-2005,9870,9930,9670,9690,7377.304688,21315000
26-05-2005,9630,9700,9590,9640,7339.237305,13895000
27-05-2005,9800,9860,9730,9800,7461.052246,18775000
30-05-2005,9800,9880,9800,9870,7514.348633,11435000
31-05-2005,9850,9880,9730,9780,7445.827637,22275000
01-06-2005,9670,9790,9660,9780,7445.827637,16545000
02-06-2005,9900,9910,9750,9750,7422.986816,18320000
03-06-2005,9760,9830,9710,9760,7430.599121,17675000
06-06-2005,9760,9760,9760,9760,7430.599121,0
07-06-2005,9680,9700,9600,9610,7316.400391,24125000
08-06-2005,9560,9620,9500,9550,7270.717285,26785000
09-06-2005,9510,9600,9430,9600,7308.786133,37520000
10-06-2005,9600,9890,9540,9830,7483.893066,40645000
13-06-2005,9830,9990,9830,9960,7582.866211,22765000
14-06-2005,9960,10020,9880,9930,7560.02832,19495000
15-06-2005,9930,10000,9890,10000,7613.319824,22460000
16-06-2005,10000,10040,9940,9970,7590.47998,18395000
17-06-2005,9980,9990,9830,9870,7514.348633,23945000
20-06-2005,9870,9880,9790,9810,7468.664551,16605000
21-06-2005,9810,9830,9720,9760,7430.599121,20260000
22-06-2005,9760,9880,9740,9860,7506.731934,19650000
23-06-2005,9860,9980,9840,9960,7582.866211,25990000
24-06-2005,9920,9920,9780,9820,7476.280762,21780000
27-06-2005,9780,9780,9660,9770,7438.212891,28050000
28-06-2005,9770,9810,9710,9790,7453.441406,18530000
29-06-2005,9800,9850,9760,9800,7461.052246,19185000
30-06-2005,9800,9960,9800,9880,7521.960938,19835000
01-07-2005,9880,10020,9860,10020,7628.544434,26555000
04-07-2005,10100,10180,10020,10060,7659.000488,15655000
05-07-2005,10080,10140,10000,10040,7643.772461,9300000
06-07-2005,10060,10140,10060,10080,7674.227539,13455000
07-07-2005,10080,10380,10080,10320,7856.945313,31910000
08-07-2005,10340,10440,10320,10320,7856.945313,19665000
11-07-2005,10500,10700,10500,10660,8115.796387,34585000
12-07-2005,10800,10960,10740,10820,8237.611328,46835000
13-07-2005,10860,10940,10780,10940,8328.975586,25465000
14-07-2005,10980,11020,10940,10940,8328.975586,28885000
15-07-2005,10960,11000,10780,10840,8252.836914,26105000
18-07-2005,10860,11040,10820,10980,8359.423828,21220000
19-07-2005,11000,11240,10980,11220,8542.148438,33785000
20-07-2005,11240,11340,11100,11160,8496.464844,30025000
21-07-2005,11300,11360,11160,11260,8572.59668,26780000
22-07-2005,11180,11200,10920,11040,8405.105469,27575000
25-07-2005,11040,11140,11040,11100,8450.785156,18455000
26-07-2005,11120,11160,10940,11020,8389.880859,20630000
27-07-2005,11040,11180,10960,11020,8389.880859,18430000
28-07-2005,11040,11320,11040,11200,8526.921875,23655000
29-07-2005,11320,11320,11200,11300,8603.052734,17875000
01-08-2005,11320,11380,11220,11380,8663.958008,16470000
02-08-2005,11400,11420,11240,11360,8648.729492,14250000
03-08-2005,11500,11540,11360,11360,8648.729492,23635000
04-08-2005,11360,11380,11200,11320,8618.28125,18370000
05-08-2005,11220,11220,10960,11060,8420.329102,30100000
08-08-2005,11040,11040,10860,11020,8389.880859,18285000
09-08-2005,11020,11060,10900,11000,8374.652344,20325000
10-08-2005,11100,11240,11060,11100,8450.785156,16480000
11-08-2005,11100,11400,11100,11340,8633.503906,19885000
12-08-2005,11380,11580,11380,11560,8800.998047,24480000
15-08-2005,11560,11560,11560,11560,8800.998047,0
16-08-2005,11560,11640,11380,11440,8709.636719,26040000
17-08-2005,11320,11440,11200,11440,8709.636719,20420000
18-08-2005,11440,11460,11060,11100,8450.785156,33515000
19-08-2005,11100,11120,10980,11060,8420.329102,20935000
22-08-2005,11060,11400,11060,11260,8572.59668,19550000
23-08-2005,11280,11380,11200,11240,8557.373047,18770000
24-08-2005,11240,11260,10980,11120,8466.013672,23985000
25-08-2005,11060,11100,10880,11040,8405.105469,24360000
26-08-2005,11040,11120,10980,10980,8359.423828,18915000
29-08-2005,10840,10840,10720,10800,8222.383789,18275000
30-08-2005,10880,10960,10660,10820,8237.611328,14915000
31-08-2005,10680,10920,10680,10880,8283.291992,12205000
01-09-2005,10980,11040,10940,10980,8359.423828,11970000
02-09-2005,10980,11140,10960,11080,8435.560547,12190000
05-09-2005,11160,11260,11100,11220,8542.148438,10920000
06-09-2005,11260,11520,11260,11380,8663.958008,19050000
07-09-2005,11520,11640,11520,11580,8816.225586,17565000
08-09-2005,11700,11860,11600,11740,8938.039063,34625000
09-09-2005,11700,11820,11660,11780,8968.489258,13105000
12-09-2005,11880,12000,11780,11780,8968.489258,20070000
13-09-2005,11800,12200,11780,12120,9227.341797,34885000
14-09-2005,12100,12300,12040,12260,9333.932617,25585000
15-09-2005,12100,12380,12080,12140,9242.571289,29035000
16-09-2005,12080,12120,11760,11860,9029.397461,30625000
19-09-2005,11860,11860,11860,11860,9029.397461,0
20-09-2005,12000,12060,11840,11860,9029.397461,28045000
21-09-2005,11920,12120,11900,12020,9151.206055,19085000
22-09-2005,11860,12000,11840,12000,9135.983398,16000000
23-09-2005,11840,11980,11660,11700,8907.587891,18675000
26-09-2005,11720,12000,11720,11940,9090.303711,21895000
27-09-2005,11960,11980,11800,11860,9029.397461,15910000
28-09-2005,11800,12000,11740,11960,9105.529297,13505000
29-09-2005,11880,11980,11800,11860,9029.397461,18509700
30-09-2005,11880,12000,11760,11760,8953.263672,21192950
03-10-2005,11760,11760,11760,11760,8953.263672,0
04-10-2005,11800,12140,11800,12060,9181.660156,26986050
05-10-2005,12080,12280,11960,12020,9151.206055,21874300
06-10-2005,11900,11900,11700,11740,8938.039063,20716650
07-10-2005,11560,11760,11520,11660,8877.131836,25602800
10-10-2005,11680,11940,11660,11860,9029.397461,15080150
11-10-2005,11760,11980,11740,11960,9105.529297,10695550
12-10-2005,11860,11880,11540,11560,8800.998047,26597200
13-10-2005,11420,11480,11160,11300,8603.052734,36035800
14-10-2005,11300,11440,11200,11300,8603.052734,31305500
17-10-2005,11200,11380,11200,11260,8572.59668,17525000
18-10-2005,11280,11380,11260,11320,8618.28125,17588650
19-10-2005,11200,11220,11000,11040,8405.105469,18547750
20-10-2005,11200,11220,11040,11120,8466.013672,17849800
21-10-2005,11000,11320,10980,11280,8587.824219,20033250
24-10-2005,11320,11420,11220,11320,8618.28125,16487150
25-10-2005,11440,11560,11280,11300,8603.052734,18269150
26-10-2005,11240,11320,11180,11260,8572.59668,15002350
27-10-2005,11260,11360,11120,11160,8496.464844,19331000
28-10-2005,10980,11020,10900,10920,8313.745117,21614800
31-10-2005,10980,11100,10960,11060,8420.329102,19203500
01-11-2005,11200,11360,11180,11300,8603.052734,29155950
02-11-2005,11280,11600,11280,11500,8755.317383,15716000
03-11-2005,11760,11840,11700,11740,8938.039063,22394000
04-11-2005,11940,12000,11860,11980,9120.75293,24807150
07-11-2005,12040,12060,11820,11960,9105.529297,12834600
08-11-2005,12000,12060,11940,12040,9166.436523,12065550
09-11-2005,12020,12140,11920,12000,9135.983398,14940450
10-11-2005,12020,12140,11980,12100,9212.113281,17080450
11-11-2005,12340,12480,12280,12360,9410.060547,29524650
14-11-2005,12420,12580,12320,12520,9531.874023,20931600
15-11-2005,12520,12580,12220,12400,9440.514648,14063750
16-11-2005,12320,12600,12320,12600,9592.78125,14038850
17-11-2005,12540,12560,12380,12480,9501.422852,12542600
18-11-2005,12500,12600,12380,12520,9531.874023,14163300
21-11-2005,12640,12640,12240,12360,9410.060547,24063600
22-11-2005,12220,12240,11740,11840,9014.171875,45564250
23-11-2005,12000,12260,11980,12140,9242.571289,42389900
24-11-2005,12360,12360,12100,12160,9257.795898,15155400
25-11-2005,12160,12220,11920,12000,9135.983398,15658550
28-11-2005,12000,12060,11920,12020,9151.206055,9434350
29-11-2005,11960,12040,11760,11880,9044.623047,17159050
30-11-2005,11860,12080,11860,12000,9135.983398,17308450
01-12-2005,11920,12160,11900,12100,9212.113281,19357700
02-12-2005,12400,12460,12280,12340,9394.838867,19342900
05-12-2005,12440,12500,12360,12460,9486.196289,12418300
06-12-2005,12380,12620,12340,12600,9592.78125,21114200
07-12-2005,12600,12900,12480,12780,9729.819336,26531300
08-12-2005,12700,12800,12520,12640,9623.234375,26904650
09-12-2005,12560,12620,12260,12420,9455.745117,23027250
12-12-2005,12440,12560,12340,12360,9410.060547,18588950
13-12-2005,12420,12460,12260,12400,9440.514648,16596150
14-12-2005,12440,12540,12160,12220,9303.475586,26300350
15-12-2005,12180,12320,12020,12180,9273.024414,18607050
16-12-2005,12120,12120,11860,12000,9135.983398,29408600
19-12-2005,12140,12280,12040,12180,9273.024414,17987750
20-12-2005,12060,12280,12040,12240,9318.703125,17198500
21-12-2005,12280,12700,12280,12560,9562.328125,25337350
22-12-2005,12700,12940,12620,12680,9653.688477,28095000
23-12-2005,12840,13040,12720,12900,9821.183594,28658350
26-12-2005,13000,13260,12980,13080,9958.224609,17830000
27-12-2005,13180,13280,12960,13220,10064.80664,18003350
28-12-2005,13160,13260,13100,13220,10064.80664,21403250
29-12-2005,13200,13400,13140,13160,10019.12695,20916500
02-01-2006,13280,13360,13120,13200,10049.58301,16985900
03-01-2006,13200,13320,13120,13280,10110.48731,17385550
04-01-2006,13500,14000,13460,13940,10612.96484,38604500
05-01-2006,13900,13900,13420,13580,10338.88965,25783750
06-01-2006,13700,13760,13580,13680,10415.02246,17394550
09-01-2006,13900,13940,13660,13740,10460.69727,14995150
10-01-2006,13900,14020,13760,14020,10673.87305,23642650
11-01-2006,13860,13960,13580,13680,10415.02246,17463600
12-01-2006,13680,13840,13620,13720,10445.47266,20117150
13-01-2006,13540,13880,13360,13840,10536.83301,23698600
16-01-2006,14000,14140,13920,14120,10750.00977,19141550
17-01-2006,14140,14420,13940,13940,10612.96484,21328900
18-01-2006,13700,13780,13460,13600,10354.11426,30346800
19-01-2006,13640,13900,13600,13800,10506.37891,19527000
